node_title,tensor_shape,shape size,Tensor size,Tensor storage size,input_dim,node_addr,CXL_RD,CXL_WR,Input layer size details
linear_109_430,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.0.key,16896,2112, layernorm_9_429(16896)
linear_110_431,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.0.query,16896,2112, layernorm_9_429(16896)
transpose_33_432,1x48x11,2112,2256,2176,,,2112,2112, linear_109_430(2112)
matmul_65_433,1x11x11,484,628,548,,,4224,484, linear_110_431(2112) transpose_33_432(2112)
mul_33_434,1x11x11,484,628,548,,,484,484, matmul_65_433(484)
getitem_33_435,11x11,484,612,262208,,,262144,484, buffer_33(262144)
eq_33_436,11x11,121,249,185,,,484,121, getitem_33_435(484)
maskedfill_33_437,1x11x11,484,628,548,,,605,484, mul_33_434(484) eq_33_436(121)
softmax_33_438,1x11x11,484,628,548,,,484,484, maskedfill_33_437(484)
dropout_41_439,1x11x11,484,628,548,,blocks.4.sa.heads.0.dropout,484,484, softmax_33_438(484)
linear_111_440,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.0.value,16896,2112, layernorm_9_429(16896)
matmul_66_441,1x11x48,2112,2256,2176,,blocks.4.sa.heads.0,2596,2112, dropout_41_439(484) linear_111_440(2112)
linear_112_442,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.1.key,16896,2112, layernorm_9_429(16896)
linear_113_443,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.1.query,16896,2112, layernorm_9_429(16896)
transpose_34_444,1x48x11,2112,2256,2176,,,2112,2112, linear_112_442(2112)
matmul_67_445,1x11x11,484,628,548,,,4224,484, linear_113_443(2112) transpose_34_444(2112)
mul_34_446,1x11x11,484,628,548,,,484,484, matmul_67_445(484)
getitem_34_447,11x11,484,612,262208,,,262144,484, buffer_34(262144)
eq_34_448,11x11,121,249,185,,,484,121, getitem_34_447(484)
maskedfill_34_449,1x11x11,484,628,548,,,605,484, mul_34_446(484) eq_34_448(121)
softmax_34_450,1x11x11,484,628,548,,,484,484, maskedfill_34_449(484)
dropout_42_451,1x11x11,484,628,548,,blocks.4.sa.heads.1.dropout,484,484, softmax_34_450(484)
linear_114_452,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.1.value,16896,2112, layernorm_9_429(16896)
matmul_68_453,1x11x48,2112,2256,2176,,blocks.4.sa.heads.1,2596,2112, dropout_42_451(484) linear_114_452(2112)
linear_115_454,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.2.key,16896,2112, layernorm_9_429(16896)
linear_116_455,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.2.query,16896,2112, layernorm_9_429(16896)
transpose_35_456,1x48x11,2112,2256,2176,,,2112,2112, linear_115_454(2112)
matmul_69_457,1x11x11,484,628,548,,,4224,484, linear_116_455(2112) transpose_35_456(2112)
mul_35_458,1x11x11,484,628,548,,,484,484, matmul_69_457(484)
getitem_35_459,11x11,484,612,262208,,,262144,484, buffer_35(262144)
eq_35_460,11x11,121,249,185,,,484,121, getitem_35_459(484)
maskedfill_35_461,1x11x11,484,628,548,,,605,484, mul_35_458(484) eq_35_460(121)
softmax_35_462,1x11x11,484,628,548,,,484,484, maskedfill_35_461(484)
dropout_43_463,1x11x11,484,628,548,,blocks.4.sa.heads.2.dropout,484,484, softmax_35_462(484)
linear_117_464,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.2.value,16896,2112, layernorm_9_429(16896)
matmul_70_465,1x11x48,2112,2256,2176,,blocks.4.sa.heads.2,2596,2112, dropout_43_463(484) linear_117_464(2112)
linear_118_466,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.3.key,16896,2112, layernorm_9_429(16896)
linear_119_467,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.3.query,16896,2112, layernorm_9_429(16896)
transpose_36_468,1x48x11,2112,2256,2176,,,2112,2112, linear_118_466(2112)
matmul_71_469,1x11x11,484,628,548,,,4224,484, linear_119_467(2112) transpose_36_468(2112)
mul_36_470,1x11x11,484,628,548,,,484,484, matmul_71_469(484)
getitem_36_471,11x11,484,612,262208,,,262144,484, buffer_36(262144)
eq_36_472,11x11,121,249,185,,,484,121, getitem_36_471(484)
maskedfill_36_473,1x11x11,484,628,548,,,605,484, mul_36_470(484) eq_36_472(121)
softmax_36_474,1x11x11,484,628,548,,,484,484, maskedfill_36_473(484)
dropout_44_475,1x11x11,484,628,548,,blocks.4.sa.heads.3.dropout,484,484, softmax_36_474(484)
linear_120_476,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.3.value,16896,2112, layernorm_9_429(16896)
matmul_72_477,1x11x48,2112,2256,2176,,blocks.4.sa.heads.3,2596,2112, dropout_44_475(484) linear_120_476(2112)
linear_121_478,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.4.key,16896,2112, layernorm_9_429(16896)
linear_122_479,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.4.query,16896,2112, layernorm_9_429(16896)
transpose_37_480,1x48x11,2112,2256,2176,,,2112,2112, linear_121_478(2112)
matmul_73_481,1x11x11,484,628,548,,,4224,484, linear_122_479(2112) transpose_37_480(2112)
mul_37_482,1x11x11,484,628,548,,,484,484, matmul_73_481(484)
getitem_37_483,11x11,484,612,262208,,,262144,484, buffer_37(262144)
eq_37_484,11x11,121,249,185,,,484,121, getitem_37_483(484)
maskedfill_37_485,1x11x11,484,628,548,,,605,484, mul_37_482(484) eq_37_484(121)
softmax_37_486,1x11x11,484,628,548,,,484,484, maskedfill_37_485(484)
dropout_45_487,1x11x11,484,628,548,,blocks.4.sa.heads.4.dropout,484,484, softmax_37_486(484)
linear_123_488,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.4.value,16896,2112, layernorm_9_429(16896)
matmul_74_489,1x11x48,2112,2256,2176,,blocks.4.sa.heads.4,2596,2112, dropout_45_487(484) linear_123_488(2112)
linear_124_490,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.5.key,16896,2112, layernorm_9_429(16896)
linear_125_491,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.5.query,16896,2112, layernorm_9_429(16896)
transpose_38_492,1x48x11,2112,2256,2176,,,2112,2112, linear_124_490(2112)
matmul_75_493,1x11x11,484,628,548,,,4224,484, linear_125_491(2112) transpose_38_492(2112)
mul_38_494,1x11x11,484,628,548,,,484,484, matmul_75_493(484)
getitem_38_495,11x11,484,612,262208,,,262144,484, buffer_38(262144)
eq_38_496,11x11,121,249,185,,,484,121, getitem_38_495(484)
maskedfill_38_497,1x11x11,484,628,548,,,605,484, mul_38_494(484) eq_38_496(121)
softmax_38_498,1x11x11,484,628,548,,,484,484, maskedfill_38_497(484)
dropout_46_499,1x11x11,484,628,548,,blocks.4.sa.heads.5.dropout,484,484, softmax_38_498(484)
linear_126_500,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.5.value,16896,2112, layernorm_9_429(16896)
matmul_76_501,1x11x48,2112,2256,2176,,blocks.4.sa.heads.5,2596,2112, dropout_46_499(484) linear_126_500(2112)
linear_127_502,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.6.key,16896,2112, layernorm_9_429(16896)
linear_128_503,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.6.query,16896,2112, layernorm_9_429(16896)
transpose_39_504,1x48x11,2112,2256,2176,,,2112,2112, linear_127_502(2112)
matmul_77_505,1x11x11,484,628,548,,,4224,484, linear_128_503(2112) transpose_39_504(2112)
mul_39_506,1x11x11,484,628,548,,,484,484, matmul_77_505(484)
getitem_39_507,11x11,484,612,262208,,,262144,484, buffer_39(262144)
eq_39_508,11x11,121,249,185,,,484,121, getitem_39_507(484)
maskedfill_39_509,1x11x11,484,628,548,,,605,484, mul_39_506(484) eq_39_508(121)
softmax_39_510,1x11x11,484,628,548,,,484,484, maskedfill_39_509(484)
dropout_47_511,1x11x11,484,628,548,,blocks.4.sa.heads.6.dropout,484,484, softmax_39_510(484)
linear_129_512,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.6.value,16896,2112, layernorm_9_429(16896)
matmul_78_513,1x11x48,2112,2256,2176,,blocks.4.sa.heads.6,2596,2112, dropout_47_511(484) linear_129_512(2112)
linear_130_514,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.7.key,16896,2112, layernorm_9_429(16896)
linear_131_515,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.7.query,16896,2112, layernorm_9_429(16896)
transpose_40_516,1x48x11,2112,2256,2176,,,2112,2112, linear_130_514(2112)
matmul_79_517,1x11x11,484,628,548,,,4224,484, linear_131_515(2112) transpose_40_516(2112)
mul_40_518,1x11x11,484,628,548,,,484,484, matmul_79_517(484)
getitem_40_519,11x11,484,612,262208,,,262144,484, buffer_40(262144)
eq_40_520,11x11,121,249,185,,,484,121, getitem_40_519(484)
maskedfill_40_521,1x11x11,484,628,548,,,605,484, mul_40_518(484) eq_40_520(121)
softmax_40_522,1x11x11,484,628,548,,,484,484, maskedfill_40_521(484)
dropout_48_523,1x11x11,484,628,548,,blocks.4.sa.heads.7.dropout,484,484, softmax_40_522(484)
linear_132_524,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.7.value,16896,2112, layernorm_9_429(16896)
matmul_80_525,1x11x48,2112,2256,2176,,blocks.4.sa.heads.7,2596,2112, dropout_48_523(484) linear_132_524(2112)
cat_5_526,1x11x384,16896,17040,16960,,,16896,16896, matmul_66_441(2112) matmul_68_453(2112) matmul_70_465(2112) matmul_72_477(2112) matmul_74_489(2112) matmul_76_501(2112) matmul_78_513(2112) matmul_80_525(2112)
linear_133_527,1x11x384,16896,17040,16960,"params: 384x384, x384",blocks.4.sa.proj,16896,16896, cat_5_526(16896)
dropout_49_528,1x11x384,16896,17040,16960,,blocks.4.sa.dropout,16896,16896, linear_133_527(16896)
add_6_529,1x11x384,16896,17040,16960,,,33792,16896, add_5_423:2(16896) dropout_49_528(16896)
layernorm_10_530,1x11x384,16896,17040,16960,"params: x384, x384",blocks.4.ln2,16896,16896, add_6_529:1(16896)
linear_134_531,1x11x1536,67584,67728,67648,"params: 1536x384, x1536",blocks.4.ffwd.net.0,16896,67584, layernorm_10_530(16896)
relu_5_532,1x11x1536,67584,67728,67648,,blocks.4.ffwd.net.1,67584,67584, linear_134_531(67584)
linear_135_533,1x11x384,16896,17040,16960,"params: 384x1536, x384",blocks.4.ffwd.net.2,67584,16896, relu_5_532(67584)
dropout_50_534,1x11x384,16896,17040,16960,,blocks.4.ffwd.net.3,16896,16896, linear_135_533(16896)
add_6_529,1x11x384,16896,17040,16960,,,33792,16896, add_6_529:1(16896) dropout_50_534(16896)
layernorm_11_535,1x11x384,16896,17040,16960,"params: x384, x384",blocks.5.ln1,16896,16896, add_6_529:2(16896)
linear_136_536,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.0.key,16896,2112, layernorm_11_535(16896)
linear_137_537,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.0.query,16896,2112, layernorm_11_535(16896)
transpose_41_538,1x48x11,2112,2256,2176,,,2112,2112, linear_136_536(2112)
matmul_81_539,1x11x11,484,628,548,,,4224,484, linear_137_537(2112) transpose_41_538(2112)
mul_41_540,1x11x11,484,628,548,,,484,484, matmul_81_539(484)
getitem_41_541,11x11,484,612,262208,,,262144,484, buffer_41(262144)
eq_41_542,11x11,121,249,185,,,484,121, getitem_41_541(484)
maskedfill_41_543,1x11x11,484,628,548,,,605,484, mul_41_540(484) eq_41_542(121)
softmax_41_544,1x11x11,484,628,548,,,484,484, maskedfill_41_543(484)
dropout_51_545,1x11x11,484,628,548,,blocks.5.sa.heads.0.dropout,484,484, softmax_41_544(484)
linear_138_546,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.0.value,16896,2112, layernorm_11_535(16896)
matmul_82_547,1x11x48,2112,2256,2176,,blocks.5.sa.heads.0,2596,2112, dropout_51_545(484) linear_138_546(2112)
linear_139_548,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.1.key,16896,2112, layernorm_11_535(16896)
linear_140_549,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.1.query,16896,2112, layernorm_11_535(16896)
transpose_42_550,1x48x11,2112,2256,2176,,,2112,2112, linear_139_548(2112)
matmul_83_551,1x11x11,484,628,548,,,4224,484, linear_140_549(2112) transpose_42_550(2112)
mul_42_552,1x11x11,484,628,548,,,484,484, matmul_83_551(484)
getitem_42_553,11x11,484,612,262208,,,262144,484, buffer_42(262144)
eq_42_554,11x11,121,249,185,,,484,121, getitem_42_553(484)
maskedfill_42_555,1x11x11,484,628,548,,,605,484, mul_42_552(484) eq_42_554(121)
softmax_42_556,1x11x11,484,628,548,,,484,484, maskedfill_42_555(484)
dropout_52_557,1x11x11,484,628,548,,blocks.5.sa.heads.1.dropout,484,484, softmax_42_556(484)
linear_141_558,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.1.value,16896,2112, layernorm_11_535(16896)
matmul_84_559,1x11x48,2112,2256,2176,,blocks.5.sa.heads.1,2596,2112, dropout_52_557(484) linear_141_558(2112)
linear_142_560,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.2.key,16896,2112, layernorm_11_535(16896)
linear_143_561,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.2.query,16896,2112, layernorm_11_535(16896)
transpose_43_562,1x48x11,2112,2256,2176,,,2112,2112, linear_142_560(2112)
matmul_85_563,1x11x11,484,628,548,,,4224,484, linear_143_561(2112) transpose_43_562(2112)
mul_43_564,1x11x11,484,628,548,,,484,484, matmul_85_563(484)
getitem_43_565,11x11,484,612,262208,,,262144,484, buffer_43(262144)
eq_43_566,11x11,121,249,185,,,484,121, getitem_43_565(484)
maskedfill_43_567,1x11x11,484,628,548,,,605,484, mul_43_564(484) eq_43_566(121)
softmax_43_568,1x11x11,484,628,548,,,484,484, maskedfill_43_567(484)
dropout_53_569,1x11x11,484,628,548,,blocks.5.sa.heads.2.dropout,484,484, softmax_43_568(484)
linear_144_570,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.2.value,16896,2112, layernorm_11_535(16896)
matmul_86_571,1x11x48,2112,2256,2176,,blocks.5.sa.heads.2,2596,2112, dropout_53_569(484) linear_144_570(2112)
linear_145_572,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.3.key,16896,2112, layernorm_11_535(16896)
linear_146_573,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.3.query,16896,2112, layernorm_11_535(16896)
transpose_44_574,1x48x11,2112,2256,2176,,,2112,2112, linear_145_572(2112)
matmul_87_575,1x11x11,484,628,548,,,4224,484, linear_146_573(2112) transpose_44_574(2112)
mul_44_576,1x11x11,484,628,548,,,484,484, matmul_87_575(484)
getitem_44_577,11x11,484,612,262208,,,262144,484, buffer_44(262144)
eq_44_578,11x11,121,249,185,,,484,121, getitem_44_577(484)
maskedfill_44_579,1x11x11,484,628,548,,,605,484, mul_44_576(484) eq_44_578(121)
softmax_44_580,1x11x11,484,628,548,,,484,484, maskedfill_44_579(484)
dropout_54_581,1x11x11,484,628,548,,blocks.5.sa.heads.3.dropout,484,484, softmax_44_580(484)
linear_147_582,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.3.value,16896,2112, layernorm_11_535(16896)
matmul_88_583,1x11x48,2112,2256,2176,,blocks.5.sa.heads.3,2596,2112, dropout_54_581(484) linear_147_582(2112)
linear_148_584,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.4.key,16896,2112, layernorm_11_535(16896)
linear_149_585,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.4.query,16896,2112, layernorm_11_535(16896)
transpose_45_586,1x48x11,2112,2256,2176,,,2112,2112, linear_148_584(2112)
matmul_89_587,1x11x11,484,628,548,,,4224,484, linear_149_585(2112) transpose_45_586(2112)
mul_45_588,1x11x11,484,628,548,,,484,484, matmul_89_587(484)
getitem_45_589,11x11,484,612,262208,,,262144,484, buffer_45(262144)
eq_45_590,11x11,121,249,185,,,484,121, getitem_45_589(484)
maskedfill_45_591,1x11x11,484,628,548,,,605,484, mul_45_588(484) eq_45_590(121)
softmax_45_592,1x11x11,484,628,548,,,484,484, maskedfill_45_591(484)
dropout_55_593,1x11x11,484,628,548,,blocks.5.sa.heads.4.dropout,484,484, softmax_45_592(484)
linear_150_594,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.4.value,16896,2112, layernorm_11_535(16896)
matmul_90_595,1x11x48,2112,2256,2176,,blocks.5.sa.heads.4,2596,2112, dropout_55_593(484) linear_150_594(2112)
linear_151_596,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.5.key,16896,2112, layernorm_11_535(16896)
linear_152_597,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.5.query,16896,2112, layernorm_11_535(16896)
transpose_46_598,1x48x11,2112,2256,2176,,,2112,2112, linear_151_596(2112)
matmul_91_599,1x11x11,484,628,548,,,4224,484, linear_152_597(2112) transpose_46_598(2112)
mul_46_600,1x11x11,484,628,548,,,484,484, matmul_91_599(484)
getitem_46_601,11x11,484,612,262208,,,262144,484, buffer_46(262144)
eq_46_602,11x11,121,249,185,,,484,121, getitem_46_601(484)
maskedfill_46_603,1x11x11,484,628,548,,,605,484, mul_46_600(484) eq_46_602(121)
softmax_46_604,1x11x11,484,628,548,,,484,484, maskedfill_46_603(484)
dropout_56_605,1x11x11,484,628,548,,blocks.5.sa.heads.5.dropout,484,484, softmax_46_604(484)
linear_153_606,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.5.value,16896,2112, layernorm_11_535(16896)
matmul_92_607,1x11x48,2112,2256,2176,,blocks.5.sa.heads.5,2596,2112, dropout_56_605(484) linear_153_606(2112)
linear_154_608,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.6.key,16896,2112, layernorm_11_535(16896)
linear_155_609,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.6.query,16896,2112, layernorm_11_535(16896)
transpose_47_610,1x48x11,2112,2256,2176,,,2112,2112, linear_154_608(2112)
matmul_93_611,1x11x11,484,628,548,,,4224,484, linear_155_609(2112) transpose_47_610(2112)
mul_47_612,1x11x11,484,628,548,,,484,484, matmul_93_611(484)
getitem_47_613,11x11,484,612,262208,,,262144,484, buffer_47(262144)
eq_47_614,11x11,121,249,185,,,484,121, getitem_47_613(484)
maskedfill_47_615,1x11x11,484,628,548,,,605,484, mul_47_612(484) eq_47_614(121)
softmax_47_616,1x11x11,484,628,548,,,484,484, maskedfill_47_615(484)
dropout_57_617,1x11x11,484,628,548,,blocks.5.sa.heads.6.dropout,484,484, softmax_47_616(484)
linear_156_618,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.6.value,16896,2112, layernorm_11_535(16896)
matmul_94_619,1x11x48,2112,2256,2176,,blocks.5.sa.heads.6,2596,2112, dropout_57_617(484) linear_156_618(2112)
linear_157_620,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.7.key,16896,2112, layernorm_11_535(16896)
linear_158_621,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.7.query,16896,2112, layernorm_11_535(16896)
transpose_48_622,1x48x11,2112,2256,2176,,,2112,2112, linear_157_620(2112)
matmul_95_623,1x11x11,484,628,548,,,4224,484, linear_158_621(2112) transpose_48_622(2112)
mul_48_624,1x11x11,484,628,548,,,484,484, matmul_95_623(484)
getitem_48_625,11x11,484,612,262208,,,262144,484, buffer_48(262144)
eq_48_626,11x11,121,249,185,,,484,121, getitem_48_625(484)
maskedfill_48_627,1x11x11,484,628,548,,,605,484, mul_48_624(484) eq_48_626(121)
softmax_48_628,1x11x11,484,628,548,,,484,484, maskedfill_48_627(484)
dropout_58_629,1x11x11,484,628,548,,blocks.5.sa.heads.7.dropout,484,484, softmax_48_628(484)
linear_159_630,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.7.value,16896,2112, layernorm_11_535(16896)
matmul_96_631,1x11x48,2112,2256,2176,,blocks.5.sa.heads.7,2596,2112, dropout_58_629(484) linear_159_630(2112)
cat_6_632,1x11x384,16896,17040,16960,,,16896,16896, matmul_82_547(2112) matmul_84_559(2112) matmul_86_571(2112) matmul_88_583(2112) matmul_90_595(2112) matmul_92_607(2112) matmul_94_619(2112) matmul_96_631(2112)
linear_160_633,1x11x384,16896,17040,16960,"params: 384x384, x384",blocks.5.sa.proj,16896,16896, cat_6_632(16896)
dropout_59_634,1x11x384,16896,17040,16960,,blocks.5.sa.dropout,16896,16896, linear_160_633(16896)
add_7_635,1x11x384,16896,17040,16960,,,33792,16896, add_6_529:2(16896) dropout_59_634(16896)
layernorm_12_636,1x11x384,16896,17040,16960,"params: x384, x384",blocks.5.ln2,16896,16896, add_7_635:1(16896)
linear_161_637,1x11x1536,67584,67728,67648,"params: 1536x384, x1536",blocks.5.ffwd.net.0,16896,67584, layernorm_12_636(16896)
relu_6_638,1x11x1536,67584,67728,67648,,blocks.5.ffwd.net.1,67584,67584, linear_161_637(67584)
linear_162_639,1x11x384,16896,17040,16960,"params: 384x1536, x384",blocks.5.ffwd.net.2,67584,16896, relu_6_638(67584)
dropout_60_640,1x11x384,16896,17040,16960,,blocks.5.ffwd.net.3,16896,16896, linear_162_639(16896)
add_7_635,1x11x384,16896,17040,16960,,,33792,16896, add_7_635:1(16896) dropout_60_640(16896)
layernorm_13_641,1x11x384,16896,17040,16960,"params: x384, x384",ln_f,16896,16896, add_7_635:2(16896)
linear_163_642,1x11x65,2860,3004,2924,"params: 65x384, x65",lm_head,16896,2860, layernorm_13_641(16896)
output_1,1x11x65,2860,3004,2924,,output.0,2860,2860, linear_163_642(2860)
